tweet_num,manual_tag,text,time_period
619,n,Liberal CFO could rake in marijuana money with legalization https://t.co/RqJNMh5dVo #ottnews #marijuna https://t.co/DDxfUXkq0Q,1
620,n,<at>GlobalNational But are they not part of the g20 that Canada is claiming to be the first of to legalize weed,4
621,n,Looking forward to speaking with <at>mattgallowaycbc <at>metromorning at 8:10AM about the need for cities  like #Mississauga and the Region of #Peel  to get our fair share to address the cost pressures associated with the legalization of #cannabis #CDNmuni #cdnpoli #misspoli,5
622,n,<at>CassieNeil I'm not against a carbon tax  it got pipelines approved (that first step is important). But I agree  legalize and tax pot.,3
623,n,People in power who legalize weed & do not think it opens the door to harder drugs for those who cannot control temptation #fools #EPIDEMIC,4
624,n,Important development in the process of legalization. While cannabis use is one thing impaired driving is quite another. Liberals approve first saliva screening roadside test for marijuana https://t.co/IbujtSv98U,6
625,n,Happy #420 and as for this day I'm writing a persuasive essay on pot legalization. How perfect lmao,2
626,n,Liberal pot legalization plan has some provinces worried #cdnpoli https://t.co/euimgD8yE8 # via <at>CdnPress #cdnpoli,3
627,n,<at>xCodeh #askxcodeh if they are going to legalize weed in North Carolina how happy would you be ? Love you videos man favourite youtuber,1
628,n,<at>ezraklein Most black market transactions are done with bitcoins  and Canada just voted in someone who'll legalize weed,1
629,n,Really interesting <at>mariedanielles story on First Nations groups looking to start up marijuana operations https://t.co/F7X4FiBpwf,4
630,n,I don't even consume weed but I want everyone to be able to get it if they want it. After this  decriminalization and legalization of many other recreational drugs should follow. #cdnpoli #PotStocks #LegalizeIt #DRUGS https://t.co/JNUgu0q4NV,6
631,n,I have a question :woman_raising_hand_medium-light_skin_tone:. Once pot is legal will the same no smoking laws apply? I have no issue with pot use (none for me thanks) but smoking in a stadium full of people (kids too) was NOT cool at the #ArkellsRally. If it had been a cigarette people would have freaked #HamOnt,6
632,n,Is pot suddenly legal in Ontario? These sound like something that <at>cabel would review in Portland. https://t.co/cqN1ZQfEqT,2
633,n,Council adjourns mtg to get legal advice. WeeMedical rep says 'no evidence' of pot sales  & product seized was for other sites #Chilliwack,3
634,n,Did the Federal Government just legalize simple possession of cannabis with a tweet? https://t.co/LgIK1mju3s,6
635,n,Canada's pot legalization plan flouts UN drug treaties  say U of O researchers https://t.co/DQGU1dnWEm,2
636,n,":high_voltage:_ ""Justin Trudeau joined VICE to talk marijuana legalization"" https://t.co/9IytO3nBrQ",4
637,n,Alice Tseng of <at>BlakesLaw says Canada seen as leader in cannabis legalization/regulatory regime. Other countries look to regulatory system as one to watch. #faclON17 <at>faclOntario https://t.co/4JeiDQOqG9,5
638,n,Marijuana legalization could draw U.S investment bonanza to Canada https://t.co/wkw8iH1B1p https://t.co/pw45nP8n5R,1
639,n,Breakfast Energy #6weedgod #cannabis #weed #inspire #weedporn #marijuana #legal #maryjane... https://t.co/Em2erQ3smT,4
640,n,#Stigmabase USCA — Why legal marijuana will hurt kids https://t.co/TtbocrlIrY,4
641,n,Thank you to Chief Evans and Supt Rodriguez for sharing their concerns about the legalization of recreational #cannabis  incl. the need for early prevention and education strategies to protect public health and  in particular  to reduce use and abuse by youth. <at>PeelPoliceMedia https://t.co/9bbRv8ZJLb,5
642,n,What can Canadians expect from the #cannabis industry? <at>CdnClubTO hosts a panel of industry experts to discuss the financials/investment opportunities leading into its Summer 2018 legalization. Purchase tickets here: https://t.co/xwMebC4oeJ #CCTCannabis #CanVest #cdnpoli,5
643,n,I'll be live tweeting tmrw at this important event on #cannabis legalization in #Canada & #publichealth implications https://t.co/83gZhrExsE,4
644,n,#DBENEWS #Marijuana #entrepreneurs are all #smiling. 1 #industry likes the #ElectionOutcome - #Canada https://t.co/W5YHiLwXoZ #DBEMG #News,1
645,n,Legalize! :Canada::maple_leaf::Mexico: #canada #mexico #weed :dashing_away::dashing_away: #smoke #vancouver #legalize #highlife :victory_hand:_ #dope... https://t.co/nrk8JDep3D,2
646,n,Secret to a happy life = having a little green. #legalize #weed https://t.co/Fni6ivKJxl,1
647,n,k but when weed is legal in Canada  will uber eats jump on that and do delivery?? asking for a friend :eyes:,5
648,n,"Taking about Canada making marijuana legal my Dad stated ""If youre going to smoke pot you should always do it with your parents"" #DadQuotes",2
649,n,If Justin Trudeau Is About To Legalize Weed  Why Are We Still Imprisoning People Over It? #cndpoli https://t.co/KHcFm7lk2S,2
650,n,<at>Leafsmakemecry <at>MrDane1982 I'm Canadian too  so why is Trudeau a tool? Wants to legalize pot  help struggling families  etc. ???,2
651,n,Ontario gov't to introduce legislation today about how it's all going to go down Oct. 17 when pot becomes legal. Yesterday  <at>fordnation announced you'll be able to smoke rec. pot wherever tobacco is smoked. Thoughts? Tweet me. #onpoli #cannabis <at>morninglive https://t.co/PCoiHC30hp,6
652,n,I love the smell of marijuana in the morning ...someday this war's gonna end. #cannabis #legalize #ReeferMadness https://t.co/XeS7IKqgt5,2
653,n,lmao so does this mean weed is legal across the country now quite a few friends will be happy,1
654,n,It's funny and ironic that the same people who complain about the lack of activists  pioneers and former gray market people in the legal #cannabis world also cry sellout and complain when any of those people actually go work in the legal space. #cognitivedissonance,6
655,n,Cannabis is now a billion dollar a year industry in Colorado. https://t.co/s90byzgxDq,2
656,n,TOinSLOMO 420 – Cloud of smoke engulfs Yonge-Dundas square on 420 as feds announce pot legalization legislation https://t.co/zIv15OgbzR,2
657,n,I think this is piss. When You Realize The Truth About Marijuana Legalization In Canada ...the truth about Corporate Cannabi$ :seedling::Canada::heavy_dollar_sign: #Marijuana #Cannabis #MedicalMarijuana #MedicalCannabis Canada is LONG OVERDUE to legislate coverage for prescribed cannabis. #cdnpoli https://t.co/BS9s6HPZt3,6
658,n,...And 2  to remove the criminal elements that were profiting from marijuana  #legalization #cdnpoli https://t.co/4G0Hsv8XQc,3
659,n,What legal Canadian weed might mean to ... the Kingdom of Lesotho https://t.co/CVdabZ7ZdT,5
660,n,#ProjectClaudia <at>BillBlair Please stay focused on developing the rec regs as we need structure to develop a healthy legal Cannabis Industry.,2
661,n,Legal Mariuiana weed that come from my leg in a seed cat fleas and seed spider made acid tab too kept my alive the weed your smoking today,4
662,n,BCCPA's Care to Chat to explore impact of pot legalization on seniors' care https://t.co/UeGAfMncAw via <at>BCCareProviders,6
663,n,Cannabis in Canada: Implications for nursing in a changing legal & health-care landscape June 27 1-2 <at>Health_PEI https://t.co/n9eZHEIeOe,4
664,n,<at>checkupcbc Will legal pot put org crime out of business? Hell no. They will sell other street drugs. Leave it 2our gov to make this complex,4
665,n,Spike in cannabis overdoses blamed on potent edibles  poor public education https://t.co/yyPgSZj3jj,6
666,n,First look tomorrow am at Task Force on #Cannabis Legalization and Regulation document! Could send $CGC.CA  $SL.CA  $MJN.CA  soaring. https://t.co/ltGqsA14HA,3
667,n,The red flags ahead of Canada's marijuana legalization /via <at>globeandmail https://t.co/Aj8hDcSneD,6
668,n,Thank you to <at>EdmontonChamber team for helping us on our first Policy:Impacts of Marijuana Legalization on Workplace safety:clapping_hands::clapping_hands:,4
669,n,The <at>SenateCA will sit as a Committee of the Whole to consider the subject matter of Bill #C45 which would legalize and regulate recreational cannabis. We will hear from <at>Puglaas <at>GPTaylorMRD <at>RalphGoodale and <at>BillBlair. Watch live via <at>CPAC_TV: https://t.co/ZfPNd6e9BW #SenCA,5
670,n,Good piece on some of the issues on the retailing of #cannabis Regulators urged to include so-called grey market in marijuana legalization https://t.co/kgLOvg4TNA,5
671,n,Edmonton 420 rally goers cautiously optimistic about Liberal government plan to legalize pot yeg https://t.co/spM1axK0tZ,2
672,n,<at>Kris_Sacrebleu <at>THA_KZZA <at>ericgarland Is ridiculous.Most countries moving to legalize marijuana(incl :Canada:in July 2018).Trump in so many ways is trying to return to the 1950s,4
673,n,Also I was watching the news tonight and they were mentioning about dogs eating weed off the ground on walks and getting very sick so with weed becoming legal in Canada soon pay attention and protect your doggos when they're outside pls!!!! THC can be lethal for dogs,5
674,n,So many more important issues than marijuana for Canada to deal with. Just legalize and regulate it already https://t.co/RBqWQWoPcz,2
675,n,<at>JustinTrudeau The vast majority of Canadians who use poppers are GAY MEN so why are you SILENT about this issue? Poppers is not dangerous it is similar to marijuana. Yet the Canadian gov. continues discriminate against GAY MEN why? Since UK made poppers legal so should CANADA!,6
676,n,<at>ddale8 According to Bruce Heyman  Fmr Ambassador to Canada  Trump and his minions hate Canada  because it is a liberal democratic country. They can't stand basic values like equality for women  equal pay etc. Legal pot will make them even crazier!,6
677,n,.<at>CMA_Docs delegates vote to provide feedback on impacts  lack of data for Liberal plan to legalize marijuana: https://t.co/PcRAcyCMFn,2
678,n,I smell marijuana. 6/22/18 Police harass 60 year old disabled cancer patient over Street Photography; bullying Charter Rights violating demands for identification including Human Rights violating use of Medical #Cannabis status to identify #ReeferMadness #cdnpoli #legalization https://t.co/pjzjfgmM0h,6
679,n,MWUSCA - Will homegrown medical marijuana survive legalization? - Laurie MacEachern inspects some of her cannabis... https://t.co/Csvn7uIqgw,2
680,n,Good! Legal cannabis could crash the alcohol giants' party  analyst says https://t.co/lvnnGvleUZ,5
681,n,Did I hear this right? Canada can potentially have weed legalize by the first of next year? And a new train in my city? #Canada #weed,3
682,n,<at>NinaMorton <at>karenvance0810 Canada did elect an idiot for a PM! Trudeau's accomplishments: legalize marijuana  give millions to terrorists  and broke ethics rules. The US has by far the better leader - President Trump!,5
683,n,NAM — Legal cannabis laws impact teen use https://t.co/TkM0XPhBUO,4
684,n,Disappointing news #1: AB gov sets legal age for weed at 18  despite clear evidence this will hinder brain development. Head shaker.,5
685,n,Where will we smoke when weed is legal ? <at>RandiDruzin for <at>Leafly https://t.co/zumqZmzvd3,4
686,n,The homie Nate Diaz after finding weed is legal in cali https://t.co/AYJLT3QN7n,3
687,n,This isn't going to be an economic windfall for #BC  - <at>MikeMorrisforBC to #BCL16 on pending federal legalization of #marijuana #bcpoli,3
688,n,Provincial government strengthening impaired driving laws ahead of marijuana legalization https://t.co/084yFzE0QM,5
689,n,Budding entrepreneurs take note: start ups in the legal cannabis industry.... #beautifulbc #vancouver #cannabis #startups #business https://t.co/UUeBzpEQMl,5
690,n,.<at>teririch <at>TorontoStar possibly. Or the RCMP has been spooking the banks with threats of investigation as pot not legal just yet.,2
691,n,<at>checkupcbc Thru the entire process  only the Federal govt has wanted to legalize pot. Provinces & Municipalities will bear the gr8est cost,4
692,n,Our main message continues to be that just because it's legal  doesn't mean it's safe  said <at>drgigiosler #Cannabis https://t.co/3ohyTk9ema,6
693,n,<at>RosieBarton <at>PnPCBC nowadays  its more dangerous to kids not to legalize because of dangerous additives. #pot,1
694,n,#marijuana is going to be #legal but it has yet to become legal. Victims or not plain and simple it's against the law.,2
695,n,We're just beginning our Town Hall on the Legalization and Regulation of Cannabis #CSJAH https://t.co/6sxtyr0bEH,4
696,n,#Stigmabase | NAM — Narcotics overdoses going down in states where marijuana is legal https://t.co/dEUdkvYkA1,5
697,n,<at>mustangmadd There is so much the liberals need to be held accountable for. Cannabis legalization may turn into a mess we haven't gotten democratic reform We are in serious negotiations about trade with :United_States: why are the cons wasting time on who got invited to dinner?,5
698,n,<at>POTUS Against marijuana's legalization... you can get bent eh! GFYS you old dumb small minded big headed ass. Whatta dick move. #dickmove #Presidentdick,5
699,n,<at>CdnforTrump2016 <at>nationalpost I have no probs with legal pot...free to choose,4
700,n,New data continues to support the idea that legal #cannabis access leads to fewer opioid-related deaths https://t.co/5OZQeETLOS,5
701,n,"The Marijuana Black Market rejoiced today as <at>JustinTrudeau announced higher prices for ""legal"" corporate cannabis than street dealers and dispensaries charge. :rolling_on_the_floor_laughing:Stupid is as stupid does. #ForestGump #SupplyAndDemand #GREED https://t.co/eG23RK20AR",5
